current_symbol	submitted_item	validated_id	FBID_KEY	ANNOTATION_SYMBOL	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
Alh	Alh	FBgn0261238	FBgn0261238	CG1070	3R	7124185	7094596	-1	Alhambra	Alh
Alk	Alk	FBgn0040505	FBgn0040505	CG8250	2R	16640011	16625293	-1	Anaplastic lymphoma kinase	Alk
AlkB	AlkB	FBgn0065035	FBgn0065035	CG33250	X	15859487	15858134	-1	AlkB	AlkB
Alms1a	CG12179	FBgn0025388	FBgn0025388	CG12179	X	4636004	4631052	-1	Alstrom syndrome 1a	Alms1a
Alms1b	CG12184	FBgn0025387	FBgn0025387	CG12184	X	4630936	4627380	-1	Alstrom syndrome 1b	Alms1b
Alp1	Alp1	FBgn0283479	FBgn0283479	CG5656	3L	21444819	21442227	-1	Alkaline phosphatase 1	Alp1
Alp12	CG16771	FBgn0032779	FBgn0032779	CG16771	2L	19429224	19424050	1	Alkaline phosphatase 12	Alp12
Alp4	Alp4	FBgn0016123	FBgn0016123	CG1462	3R	31052540	31048929	1	Alkaline phosphatase 4	Alp4
Alp5	CG10827	FBgn0038845	FBgn0038845	CG10827	3R	21006990	21005160	-1	Alkaline phosphatase 5	Alp5
Alp8	CG3264	FBgn0034712	FBgn0034712	CG3264	2R	22210765	22208464	-1	Alkaline phosphatase 8	Alp8
Alr	Alr	FBgn0031068	FBgn0031068	CG12534	X	19750167	19748314	1	Augmenter of liver regeneration	Alr
Als2	Als2	FBgn0037116	FBgn0037116	CG7158	3L	21679755	21674394	-1	Amyotrophic lateral sclerosis 2	Als2
Ama	Ama	FBgn0000071	FBgn0000071	CG2198	3R	6765261	6762593	1	Amalgam	Ama
Amacr	CG9319	FBgn0032881	FBgn0032881	CG9319	2L	20752341	20750934	-1	Alpha-methylacyl-CoA racemase	Amacr
Amnionless	Amnionless	FBgn0025686	FBgn0025686	CG11592	2L	289144	287252	-1	Amnionless	Amnionless
Amph	Amph	FBgn0027356	FBgn0027356	CG8604	2R	12612068	12593604	1	Amphiphysin	Amph
Amt	Amt	FBgn0038309	FBgn0038309	CG6499	3R	15249137	15247163	-1	Ammonium transporter	Amt
Amun	Amun	FBgn0030328	FBgn0030328	CG2446	X	11715565	11710120	-1	Amun	Amun
Amy-d	Amy-d	FBgn0000078	FBgn0000078	CG17876	2R	17126369	17124764	1	Amylase distal	Amy-d
Amy-p	Amy-p	FBgn0000079	FBgn0000079	CG18730	2R	17120303	17118636	-1	Amylase proximal	Amy-p
Ance	Ance	FBgn0012037	FBgn0012037	CG8827	2L	13909212	13905645	1	Angiotensin converting enzyme	Ance
Ance-2	Ance-2	FBgn0032535	FBgn0032535	CG16869	2L	13911719	13909333	1	Ance-2	Ance-2
Ance-3	Ance-3	FBgn0032536	FBgn0032536	CG17988	2L	13956188	13914725	1	Ance-3	Ance-3
Ance-4	Ance-4	FBgn0033366	FBgn0033366	CG8196	2R	9042142	9039728	-1	Ance-4	Ance-4
Ance-5	Ance-5	FBgn0035076	FBgn0035076	CG10142	2R	24891023	24888628	-1	Ance-5	Ance-5
Andorra	Andorra	FBgn0030898	FBgn0030898	CG12611	X	18179472	18178526	-1	Andorra	Andorra
Ank	Ank	FBgn0011747	FBgn0011747	CG1651	4	129849	115074	-1	Ankyrin	Ank
Ank2	Ank2	FBgn0261788	FBgn0261788	CG42734	3L	7718395	7655389	-1	Ankyrin 2	Ank2
Ankle2	Ankle2	FBgn0028343	FBgn0028343	CG8465	X	17579229	17571854	-1	Ankle2	Ankle2
Ankrd49	l(2)35Be	FBgn0261881	FBgn0261881	CG4140	2L	15007431	15006583	-1	-	Ankrd49
Anp	Anp	FBgn0000094	FBgn0000094	CG1361	3R	30210382	30209948	1	Andropin	Anp
Ant2	Ant2	FBgn0025111	FBgn0025111	CG1683	X	10786907	10778954	-1	Adenine nucleotide translocase 2	Ant2
Antp	Antp	FBgn0260642	FBgn0260642	CG1028	3R	6999228	6896253	-1	Antennapedia	Antp
AnxB10	AnxB10	FBgn0000084	FBgn0000084	CG9579	X	20173514	20171445	-1	Annexin B10	AnxB10
AnxB11	AnxB11	FBgn0030749	FBgn0030749	CG9968	X	16422265	16416958	-1	Annexin B11	AnxB11
AnxB9	AnxB9	FBgn0000083	FBgn0000083	CG5730	3R	21070917	21065241	1	Annexin B9	AnxB9
Aos1	Aos1	FBgn0029512	FBgn0029512	CG12276	3R	12433822	12432533	-1	Activator of SUMO 1	Aos1
ApepP	ApepP	FBgn0026150	FBgn0026150	CG6291	2L	16910418	16908229	-1	Aminopeptidase P	ApepP
Apl	CG32165	FBgn0042178	FBgn0042178	CG32165	3L	16600459	16595181	1	Apollo	Apl
Aplip1	Aplip1	FBgn0040281	FBgn0040281	CG1200	3L	1199339	1196317	1	APP-like protein interacting protein 1	Aplip1
Apoltp	Apoltp	FBgn0032136	FBgn0032136	CG15828	2L	9656026	9634179	1	Apolipoprotein lipid transfer particle	Apoltp
Appl	Appl	FBgn0000108	FBgn0000108	CG7727	X	579044	530501	1	beta amyloid protein precursor-like	Appl
Aprt	Aprt	FBgn0000109	FBgn0000109	CG18315	3L	1885019	1883795	-1	Adenine phosphoribosyltransferase	Aprt
Aps	Aps	FBgn0036111	FBgn0036111	CG6391	3L	10899123	10894776	-1	Aps	Aps
Apt1	CG18815	FBgn0042138	FBgn0042138	CG18815	3L	11630749	11628037	1	Acyl-protein thioesterase 1	Apt1
Arc1	Arc1	FBgn0033926	FBgn0033926	CG12505	2R	14360297	14357927	-1	Activity-regulated cytoskeleton associated protein 1	Arc1
Arc2	Arc2	FBgn0033928	FBgn0033928	CG13941	2R	14362825	14361924	1	Arc2	Arc2
Arc42	Arc42	FBgn0038742	FBgn0038742	CG4703	3R	19879309	19877737	1	Arc42	Arc42
Archease	Archease	FBgn0038893	FBgn0038893	CG6353	3R	21662972	21661186	-1	Archease	Archease
Arf102F	Arf102F	FBgn0013749	FBgn0013749	CG11027	4	1125325	1124167	1	ADP ribosylation factor at 102F	Arf102F
Arf51F	Arf51F	FBgn0013750	FBgn0013750	CG8156	2R	15325490	15322501	1	ADP ribosylation factor at 51F	Arf51F
Arf79F	Arf79F	FBgn0010348	FBgn0010348	CG8385	3L	22872231	22868380	-1	ADP ribosylation factor at 79F	Arf79F
ArfGAP1	ArfGAP1	FBgn0020655	FBgn0020655	CG4237	3L	12417580	12415026	-1	ADP-ribosylation factor GTPase activating protein 1	ArfGAP1
ArfGAP3	ArfGAP3	FBgn0037182	FBgn0037182	CG6838	3L	22717577	22714313	-1	ADP-ribosylation factor GTPase activating protein 3	ArfGAP3
Arfip	Arfip	FBgn0037884	FBgn0037884	CG17184	3R	11235013	11232429	-1	Arfaptin	Arfip
Arfrp1	Arfrp1	FBgn0030088	FBgn0030088	CG7039	X	9108354	9107069	1	ADP-ribosylation factor related protein 1	Arfrp1
ArgRS	ArgRS	FBgn0027093	FBgn0027093	CG9020	X	15844145	15841769	-1	Arginyl-tRNA synthetase	ArgRS
ArgRS-m	ArgRS-m	FBgn0037526	FBgn0037526	CG10092	3R	7890150	7887045	1	Arginyl-tRNA synthetase, mitochondrial	ArgRS-m
Argk1	Argk	FBgn0000116	FBgn0000116	CG32031	3L	9066027	9048781	-1	Arginine kinase 1	Argk1
Argk2	CG5144	FBgn0035957	FBgn0035957	CG5144	3L	9048724	9047439	1	Arginine kinase 2	Argk2
Argl	CG9510	FBgn0032076	FBgn0032076	CG9510	2L	8942105	8939725	-1	Argininosuccinate lyase	Argl
Argp	CG31469	FBgn0051469	FBgn0051469	CG31469	3R	13709939	13709159	-1	Arginine phosphatase	Argp
Arl1	Arl1	FBgn0000115	FBgn0000115	CG6025	3L	15984362	15983135	1	ADP ribosylation factor-like 1	Arl1
Arl2	Arl2	FBgn0004908	FBgn0004908	CG7435	3R	8341872	8341100	1	ADP ribosylation factor-like 2	Arl2
Arl4	Arl4	FBgn0039889	FBgn0039889	CG2219	4	179389	177348	-1	ADP ribosylation factor-like 4	Arl4
Arl5	Arl5	FBgn0035866	FBgn0035866	CG7197	3L	8299839	8298501	-1	ADP-ribosylation factor-like 5	Arl5
Arl6	Arl6	FBgn0034446	FBgn0034446	CG7735	2R	19445058	19444179	1	ADP ribosylation factor-like 6	Arl6
Arl6IP1	Arl6IP1	FBgn0038453	FBgn0038453	CG10326	3R	16645171	16643605	1	ADP-ribosylation factor-like 6 interacting protein 1	Arl6IP1
Arl8	Gie	FBgn0037551	FBgn0037551	CG7891	3R	8129835	8126605	1	ADP ribosylation factor-like 8	Arl8
Arp10	Arp10	FBgn0031050	FBgn0031050	CG12235	X	19646176	19644531	-1	Actin-related protein 10	Arp10
Arp2	Arp2	FBgn0011742	FBgn0011742	CG9901	X	16553968	16548290	-1	Actin-related protein 2	Arp2
Arp3	Arp3	FBgn0262716	FBgn0262716	CG7558	3L	8115902	8113407	-1	Actin-related protein 3	Arp3
Arp5	Arp5	FBgn0038576	FBgn0038576	CG7940	3R	18187875	18185498	1	Actin-related protein 5	Arp5
Arp6	Arp6	FBgn0011741	FBgn0011741	CG11678	X	15737120	15735774	-1	Actin-related protein 6	Arp6
Arp8	Arp8	FBgn0030877	FBgn0030877	CG7846	X	17860800	17858379	-1	Actin-related protein 8	Arp8
Arpc1	Arpc1	FBgn0001961	FBgn0001961	CG8978	2L	13829741	13827941	-1	Actin-related protein 2/3 complex, subunit 1	Arpc1
Arpc2	Arpc2	FBgn0032859	FBgn0032859	CG10954	2L	20423027	20417057	1	Actin-related protein 2/3 complex, subunit 2	Arpc2
Arpc3A	Arpc3A	FBgn0038369	FBgn0038369	CG4560	3R	15836021	15834648	1	Actin-related protein 2/3 complex, subunit 3A	Arpc3A
Arpc3B	Arpc3B	FBgn0065032	FBgn0065032	CG8936	X	17105852	17104571	-1	Actin-related protein 2/3 complex, subunit 3B	Arpc3B
Arpc4	Arpc4	FBgn0284255	FBgn0284255	CG5972	2L	6125911	6125132	1	Actin-related protein 2/3 complex, subunit 4	Arpc4
Arpc5	Arpc5	FBgn0031437	FBgn0031437	CG9881	2L	2581423	2580292	1	Actin-related protein 2/3 complex, subunit 5	Arpc5
Arr1	Arr1	FBgn0000120	FBgn0000120	CG5711	2L	18081307	18078269	1	Arrestin 1	Arr1
Arr2	Arr2	FBgn0000121	FBgn0000121	CG5962	3L	8648936	8647261	-1	Arrestin 2	Arr2
Art1	Art1	FBgn0037834	FBgn0037834	CG6554	3R	10788226	10786481	-1	Arginine methyltransferase 1	Art1
Art2	Art2	FBgn0031592	FBgn0031592	CG3675	2L	4281324	4277696	-1	Arginine methyltransferase 2	Art2
Art3	Art3	FBgn0038306	FBgn0038306	CG6563	3R	15229408	15227605	-1	Arginine methyltransferase 3	Art3
Art4	Art4	FBgn0037770	FBgn0037770	CG5358	3R	9986060	9982816	-1	Arginine methyltransferase 4	Art4
Art7	Art7	FBgn0034817	FBgn0034817	CG9882	2R	23079038	23076688	-1	Arginine methyltransferase 7	Art7
Art8	Art8	FBgn0032329	FBgn0032329	CG16840	2L	11011086	11009821	-1	Arginine methyltransferase 8	Art8
Arts	CG32164	FBgn0042177	FBgn0042177	CG32164	3L	16608146	16603053	1	Artemis	Arts
Arv1	Arv1	FBgn0052442	FBgn0052442	CG32442	3L	21529333	21528218	-1	ACAT-related protein required for viability 1	Arv1
Asator	Asator	FBgn0039908	FBgn0039908	CG11533	4	488994	469409	-1	Asator	Asator
Asciz	Asciz	FBgn0035407	FBgn0035407	CG14962	3L	3166250	3163786	-1	ASCIZ zinc finger protein	Asciz
Ask1	Ask1	FBgn0014006	FBgn0014006	CG4720	3R	19886030	19879719	1	Apoptotic signal-regulating kinase 1	Ask1
AsnRS	AsnRS	FBgn0086443	FBgn0086443	CG10687	2L	19131954	19129469	-1	Asparaginyl-tRNA synthetase	AsnRS
AsnRS-m	AsnRS-m	FBgn0034177	FBgn0034177	CG6796	2R	17003599	17001994	1	Asparaginyl-tRNA synthetase, mitochondrial	AsnRS-m
AsnS	AsnS	FBgn0270926	FBgn0270926	CG33486	3L	21174973	21173118	1	Asparagine synthetase	AsnS
AspRS	AspRS	FBgn0002069	FBgn0002069	CG3821	2R	12883168	12877004	1	Aspartyl-tRNA synthetase	AspRS
AspRS-m	AspRS-m	FBgn0051739	FBgn0051739	CG31739	2L	16832093	16827078	1	Aspartyl-tRNA synthetase, mitochondrial	AspRS-m
Asph	Asph	FBgn0034075	FBgn0034075	CG8421	2R	16116996	16110331	1	Aspartyl beta-hydroxylase	Asph
Ass	CG1315	FBgn0026565	FBgn0026565	CG1315	3R	6644434	6642262	-1	Argininosuccinate synthase	Ass
AstA	AstA	FBgn0015591	FBgn0015591	CG13633	3R	24765071	24760530	-1	Allatostatin A	AstA
AstA-R1	AstA-R1	FBgn0266429	FBgn0266429	CG2872	X	3666724	3574536	1	Allatostatin A receptor 1	AstA-R1
AstA-R2	AstA-R2	FBgn0039595	FBgn0039595	CG10001	3R	28744782	28737109	-1	Allatostatin A receptor 2	AstA-R2
AstC	AstC	FBgn0032336	FBgn0032336	CG14919	2L	11081399	11076165	-1	Allatostatin C	AstC
AstC-R1	AstC-R1	FBgn0036790	FBgn0036790	CG7285	3L	18576326	18560258	1	Allatostatin C receptor 1	AstC-R1
AstC-R2	AstC-R2	FBgn0036789	FBgn0036789	CG13702	3L	18502557	18485137	-1	Allatostatin C receptor 2	AstC-R2
AstCC	AstCC	FBgn0032337	FBgn0032337	CG14920	2L	11085229	11083459	-1	Allatostatin double C	AstCC
Asx	Asx	FBgn0261823	FBgn0261823	CG8787	2R	14512493	14503958	1	Additional sex combs	Asx
Atac1	Atac1	FBgn0031876	FBgn0031876	CG9200	2L	6960328	6959099	-1	Ada2a-containing complex component 1	Atac1
Atac2	Atac2	FBgn0032691	FBgn0032691	CG10414	2L	18612249	18609576	-1	Ada2a-containing complex component 2	Atac2
Atac3	Atac3	FBgn0052343	FBgn0052343	CG32343	3L	327992	324985	-1	Ada2a-containing complex component 3	Atac3
Atat	CG3967	FBgn0035989	FBgn0035989	CG3967	3L	9426758	9413596	-1	alpha-tubulin acetylase	Atat
Ate1	Ate1	FBgn0025720	FBgn0025720	CG9204	2R	20257390	20254966	-1	Arginyltransferase 1	Ate1
Atet	Atet	FBgn0020762	FBgn0020762	CG2969	2L	4345776	4333913	1	ABC transporter expressed in trachea	Atet
Atf3	Atf3	FBgn0028550	FBgn0028550	CG11405	X	1275284	1242740	-1	Activating transcription factor 3	Atf3
Atf6	Atf6	FBgn0033010	FBgn0033010	CG3136	2R	5154756	5144733	1	Atf6	Atf6
Atg1	Atg1	FBgn0260945	FBgn0260945	CG10967	3L	12805116	12784429	-1	Autophagy-related 1	Atg1
Atg10	Atg10	FBgn0040780	FBgn0040780	CG12821	2R	7835518	7832171	1	Autophagy-related 10	Atg10
Atg101	Atg101	FBgn0030960	FBgn0030960	CG7053	X	18793517	18791668	1	Autophagy-related 101	Atg101
Atg12	Atg12	FBgn0036255	FBgn0036255	CG10861	3L	12137559	12136967	1	Autophagy-related 12	Atg12
Atg13	Atg13	FBgn0261108	FBgn0261108	CG7331	3R	8352817	8349815	1	Autophagy-related 13	Atg13
Atg14	Atg14	FBgn0039636	FBgn0039636	CG11877	3R	29118390	29116391	1	Autophagy-related 14	Atg14
Atg16	Atg16	FBgn0039705	FBgn0039705	CG31033	3R	29835101	29827281	-1	Autophagy-related 16	Atg16
Atg17	Atg17	FBgn0037363	FBgn0037363	CG1347	3R	5679930	5669713	1	Autophagy-related 17	Atg17
Atg18a	Atg18a	FBgn0035850	FBgn0035850	CG7986	3L	8191118	8186857	1	Autophagy-related 18a	Atg18a
Atg18b	Atg18b	FBgn0032935	FBgn0032935	CG8678	2L	21220572	21212322	-1	Autophagy-related 18b	Atg18b
Atg2	Atg2	FBgn0044452	FBgn0044452	CG1241	3L	2780677	2774338	1	Autophagy-related 2	Atg2
Atg3	Atg3	FBgn0036813	FBgn0036813	CG6877	3L	18750483	18748687	1	Autophagy-related 3	Atg3
Atg4a	Atg4a	FBgn0031298	FBgn0031298	CG4428	2L	1085380	1080911	1	Autophagy-related 4a	Atg4a
Atg4b	Atg4b	FBgn0038325	FBgn0038325	CG6194	3R	15356924	15353720	-1	Autophagy-related 4b	Atg4b
Atg5	Atg5	FBgn0029943	FBgn0029943	CG1643	X	7323770	7314622	-1	Autophagy-related 5	Atg5
Atg6	Atg6	FBgn0264325	FBgn0264325	CG5429	3R	24050782	24049180	-1	Autophagy-related 6	Atg6
Atg7	Atg7	FBgn0034366	FBgn0034366	CG5489	2R	18625044	18620466	-1	Autophagy-related 7	Atg7
Atg8a	Atg8a	FBgn0052672	FBgn0052672	CG32672	X	10768338	10764878	-1	Autophagy-related 8a	Atg8a
Atg9	Atg9	FBgn0034110	FBgn0034110	CG3615	2R	16297232	16294400	1	Autophagy-related 9	Atg9
Atox1	Atox1	FBgn0052446	FBgn0052446	CG32446	3L	21642599	21640995	1	Antioxidant 1 copper chaperone	Atox1
Atpalpha	Atpalpha	FBgn0002921	FBgn0002921	CG5670	3R	20976239	20948714	1	Na pump alpha subunit	Atpalpha
AttA	AttA	FBgn0012042	FBgn0012042	CG10146	2R	14748215	14747362	1	Attacin-A	AttA
AttB	AttB	FBgn0041581	FBgn0041581	CG18372	2R	14750165	14749223	1	Attacin-B	AttB
AttC	AttC	FBgn0041579	FBgn0041579	CG4740	2R	13394667	13393705	1	Attacin-C	AttC
AttD	AttD	FBgn0038530	FBgn0038530	CG7629	3R	17626086	17625268	1	Attacin-D	AttD
Atu	Atu	FBgn0019637	FBgn0019637	CG1433	3R	5615939	5613358	1	Another transcription unit	Atu
Atx-1	Atx-1	FBgn0029907	FBgn0029907	CG4547	X	6824203	6823204	1	Ataxin 1	Atx-1
Atx2	Atx2	FBgn0041188	FBgn0041188	CG5166	3R	15417277	15408423	1	Ataxin-2	Atx2
Atxn7	Atxn7	FBgn0031420	FBgn0031420	CG9866	2L	2380506	2375841	1	Ataxin 7	Atxn7
Aven	Aven	FBgn0030410	FBgn0030410	CG15727	X	12629640	12628370	-1	Apoptosis and caspase activation inhibitor	Aven
Awh	Awh	FBgn0013751	FBgn0013751	CG1072	3L	3861692	3846206	1	Arrowhead	Awh
Axn	Axn	FBgn0026597	FBgn0026597	CG7926	3R	30035311	30022842	1	Axin	Axn
Axs	Axs	FBgn0000152	FBgn0000152	CG9703	X	16683895	16680089	-1	Abnormal X segregation	Axs
Axud1	Axud1	FBgn0261647	FBgn0261647	CG4272	2L	2370137	2365345	1	AXIN1 up-regulated 1	Axud1
B-H1	B-H1	FBgn0011758	FBgn0011758	CG5529	X	17403278	17397478	1	BarH1	B-H1
B-H2	B-H2	FBgn0004854	FBgn0004854	CG5488	X	17324175	17314581	1	BarH2	B-H2
B9d1	B9d1	FBgn0038342	FBgn0038342	CG14870	3R	15482904	15481906	1	B9d1	B9d1
BBS4	BBS4	FBgn0033578	FBgn0033578	CG13232	2R	11139315	11135923	1	Bardet-Biedl syndrome 4	BBS4
BBS5	CG1126	FBgn0037280	FBgn0037280	CG1126	3R	4817776	4816318	1	Bardet-Biedl syndrome 5	BBS5
BBS8	BBS8	FBgn0031255	FBgn0031255	CG13691	2L	425321	422873	1	Bardet-Biedl syndrome 8	BBS8
BBS9	CG15666	FBgn0034622	FBgn0034622	CG15666	2R	21345608	21341972	1	Bardet-Biedl syndrome 9	BBS9
BCAS2	BCAS2	FBgn0039558	FBgn0039558	CG4980	3R	27922356	27921283	-1	BCAS2	BCAS2
BCL7-like	BCL7-like	FBgn0026149	FBgn0026149	CG17252	X	9358594	9356634	1	BCL7-like	BCL7-like
BEAF-32	BEAF-32	FBgn0015602	FBgn0015602	CG10159	2R	14772630	14770469	1	Boundary element-associated factor of 32kD	BEAF-32
BG642167	BG642167	FBgn0250831	FBgn0250831	CG34103	3R	25806961	25806445	1	BG642167	BG642167
BHD	BHD	FBgn0261111	FBgn0261111	CG8616	3L	7240245	7238542	1	Birt-Hogg-Dube	BHD
BI-1	BI-1	FBgn0035871	FBgn0035871	CG7188	3L	8308941	8307145	-1	Bax Inhibitor-1	BI-1
BNIP3	CG5059	FBgn0037007	FBgn0037007	CG5059	3L	20519393	20514598	-1	-	BNIP3
BOD1	BOD1	FBgn0039560	FBgn0039560	CG5514	3R	27942778	27938245	1	Biorientation Defective 1	BOD1
BORCS5	CG11802	FBgn0030346	FBgn0030346	CG11802	X	11872779	11871299	-1	BLOC-1 related complex subunit 5	BORCS5
BORCS6	CG17180	FBgn0035140	FBgn0035140	CG17180	3L	542147	540851	1	BLOC-1 related complex subunit 6	BORCS6
BRWD3	BRWD3	FBgn0011785	FBgn0011785	CG31132	3R	24328619	24319000	1	BRWD3	BRWD3
BTBD9	BTBD9	FBgn0030228	FBgn0030228	CG1826	X	10772154	10768537	1	BTB (POZ) domain containing 9	BTBD9
Bacc	Bacc	FBgn0031453	FBgn0031453	CG9894	2L	2757975	2752445	1	Bacchus	Bacc
Bace	Bace	FBgn0032049	FBgn0032049	CG13095	2L	8496307	8494893	-1	beta-site APP-cleaving enzyme	Bace
Balat	CG3790	FBgn0033778	FBgn0033778	CG3790	2R	12875012	12872787	-1	Beta-alanine transporter	Balat
Baldspot	Baldspot	FBgn0260960	FBgn0260960	CG3971	3L	16661615	16648442	-1	Baldspot	Baldspot
Bap111	Bap111	FBgn0030093	FBgn0030093	CG7055	X	9151976	9149309	1	Brahma associated protein 111kD	Bap111
Bap170	Bap170	FBgn0042085	FBgn0042085	CG3274	2R	6642358	6636512	1	Brahma associated protein 170kD	Bap170
Bap55	Bap55	FBgn0025716	FBgn0025716	CG6546	2R	17430963	17429353	-1	Brahma associated protein 55kD	Bap55
Bap60	Bap60	FBgn0025463	FBgn0025463	CG4303	X	13159508	13157445	-1	Brahma associated protein 60kD	Bap60
Bbd	CG18067	FBgn0034512	FBgn0034512	CG18067	2R	20535835	20534245	1	Bombardier	Bbd
Bdbt	Bdbt	FBgn0038857	FBgn0038857	CG17282	3R	21118856	21117857	-1	Bride of doubletime	Bdbt
Bdp1	Bdp1	FBgn0032512	FBgn0032512	CG9305	2L	13373890	13371427	-1	B double prime 1	Bdp1
Bem46	Bem46	FBgn0025109	FBgn0025109	CG18642	2L	2990075	2988116	1	Bem46	Bem46
Best1	Best1	FBgn0040238	FBgn0040238	CG6264	3R	10170487	10161464	-1	Bestrophin 1	Best1
Best2	Best2	FBgn0035696	FBgn0035696	CG10173	3L	6256665	6245933	-1	Bestrophin 2	Best2
Bet1	Bet1	FBgn0260857	FBgn0260857	CG14084	3L	19262437	19261394	1	Blocked early in transport 1	Bet1
Bet3	Bet3	FBgn0260859	FBgn0260859	CG3911	3L	9442267	9438482	-1	Blocked early in transport 3	Bet3
Bet5	Bet5	FBgn0260860	FBgn0260860	CG1359	3R	30181486	30180232	1	Blocked early in transport 5	Bet5
Bgb	Bgb	FBgn0013753	FBgn0013753	CG7959	3L	1640952	1639711	1	Big brother	Bgb
BicD	BicD	FBgn0000183	FBgn0000183	CG6605	2L	17473215	17459605	-1	Bicaudal D	BicD
Bicra	CG11873	FBgn0039633	FBgn0039633	CG11873	3R	29108948	29063040	1	BRD4 interacting chromatin remodeling complex associated protein	Bicra
Bili	Bili	FBgn0039282	FBgn0039282	CG11848	3R	25136709	25131306	1	Band4.1 inhibitor LRP interactor	Bili
Bka	Bka	FBgn0010520	FBgn0010520	CG4539	2L	9896104	9895287	1	Bekka	Bka
Blimp-1	Blimp-1	FBgn0035625	FBgn0035625	CG5249	3L	5652094	5630983	1	Blimp-1	Blimp-1
Blm	Blm	FBgn0002906	FBgn0002906	CG6920	3R	11741783	11736810	-1	Bloom syndrome helicase	Blm
Blos1	Blos1	FBgn0050077	FBgn0050077	CG30077	2R	14602010	14601278	1	Biogenesis of lysosome-related organelles complex 1, subunit 1	Blos1
Blos2	Blos2	FBgn0036118	FBgn0036118	CG14145	3L	11062215	11061571	1	Biogenesis of lysosome-related organelles complex 1, subunit 2	Blos2
Blos3	Blos3	FBgn0085284	FBgn0085284	CG34255	3L	18870897	18870224	1	Biogenesis of lysosome-related organelles complex 1, subunit 3	Blos3
Blos4	Blos4	FBgn0036105	FBgn0036105	CG14149	3L	10880188	10879085	1	Biogenesis of lysosome-related organelles complex 1, subunit 4	Blos4
Bmcp	Bmcp	FBgn0036199	FBgn0036199	CG7314	3L	11728118	11720934	1	Bmcp	Bmcp
BomBc1	IM23	FBgn0034328	FBgn0034328	CG15066	2R	18383235	18382704	-1	Bomanin Bicipital 1	BomBc1
BomBc2	CG15067	FBgn0034331	FBgn0034331	CG15067	2R	18385589	18384824	-1	Bomanin Bicipital 2	BomBc2
BomBc3	CG5791	FBgn0040582	FBgn0040582	CG5791	3R	22088501	22087075	1	Bomanin Bicipital 3	BomBc3
BomS1	IM1	FBgn0034329	FBgn0034329	CG18108	2R	18384378	18383949	1	Bomanin Short 1	BomS1
BomS2	IM2	FBgn0025583	FBgn0025583	CG18106	2R	18387030	18386602	1	Bomanin Short 2	BomS2
BomS3	IM3	FBgn0040736	FBgn0040736	CG16844	2R	18388734	18387895	1	Bomanin Short 3	BomS3
BomS4	CG18107	FBgn0034330	FBgn0034330	CG18107	2R	18384911	18384567	1	Bomanin Short 4	BomS4
BomS5	CG15065	FBgn0040734	FBgn0040734	CG15065	2R	18390242	18389959	1	Bomanin Short 5	BomS5
BomS6	CG15068	FBgn0040733	FBgn0040733	CG15068	2R	18390629	18390353	-1	Bomanin Short 6	BomS6
BomT2	CG16836	FBgn0040735	FBgn0040735	CG16836	2R	18389443	18388995	1	Bomanin Tailed 2	BomT2
BomT3	CG5778	FBgn0038930	FBgn0038930	CG5778	3R	22086397	22085374	-1	Bomanin Tailed 3	BomT3
Boot	CG13741	FBgn0033374	FBgn0033374	CG13741	2R	9094658	9092506	-1	Bootlegger	Boot
Br140	Br140	FBgn0033155	FBgn0033155	CG1845	2R	7278101	7272275	-1	Bromodomain-containing protein, 140kD	Br140
Brca2	Brca2	FBgn0050169	FBgn0050169	CG30169	2R	24529581	24526172	1	BRCA2, DNA repair associated	Brca2
Brd7-9	CG7154	FBgn0031947	FBgn0031947	CG7154	2L	7786061	7782865	1	Bromodomain containing 7/9	Brd7-9
Brd8	Brd8	FBgn0039654	FBgn0039654	CG14514	3R	29226276	29223485	1	Bromodomain containing 8	Brd8
Bre1	Bre1	FBgn0086694	FBgn0086694	CG10542	3L	5794192	5789831	-1	Bre1	Bre1
Brf	Brf	FBgn0038499	FBgn0038499	CG31256	3R	17391337	17374833	-1	Brf RNA polymerase III subunit	Brf
Brms1	Brms1	FBgn0030434	FBgn0030434	CG4400	X	12909622	12907986	-1	BRMS1 transcriptional repressor	Brms1
Bro	Bro	FBgn0013755	FBgn0013755	CG7960	3L	1648612	1647869	1	Brother	Bro
Brr2	l(3)72Ab	FBgn0263599	FBgn0263599	CG5931	3L	15967872	15960836	-1	Brr2 U5 snRNP complex subunit	Brr2
Bruce	Bruce	FBgn0266717	FBgn0266717	CG6303	3R	10331353	10312039	-1	BIR repeat containing ubiquitin-conjugating enzyme	Bruce
Bsg	Bsg	FBgn0261822	FBgn0261822	CG31605	2L	8116531	8083420	1	Basigin	Bsg
Bsg25D	Bsg25D	FBgn0000228	FBgn0000228	CG14025	2L	5278548	5271728	-1	Blastoderm-specific gene 25D	Bsg25D
BtbVII	BtbVII	FBgn0263108	FBgn0263108	CG43365	3L	3158408	3148646	1	BTB-protein-VII	BtbVII
BthD	BthD	FBgn0030501	FBgn0030501	CG11177	X	13613228	13612131	1	BthD selenoprotein	BthD
Btk29A	Btk29A	FBgn0003502	FBgn0003502	CG8049	2L	8301079	8258373	-1	Btk family kinase at 29A	Btk29A
